,Comunidades Autónomas y Provincias,Viajeros y pernoctaciones,Residencia,Periodo,Value
802,Comunitat Valenciana,Pernoctaciones,Total ,2021M04,378869.0
803,Comunitat Valenciana,Pernoctaciones,Total ,2021M03,287677.0
804,Comunitat Valenciana,Pernoctaciones,Residentes en España,2021M05,537633.0
805,Comunitat Valenciana,Pernoctaciones,Residentes en España,2021M04,309465.0
806,Comunitat Valenciana,Pernoctaciones,Residentes en España,2021M03,233203.0
807,Comunitat Valenciana,Pernoctaciones,Residentes en el Extranjero,2021M05,147940.0
808,Comunitat Valenciana,Pernoctaciones,Residentes en el Extranjero,2021M04,69404.0
809,Comunitat Valenciana,Pernoctaciones,Residentes en el Extranjero,2021M03,54474.0
810,Alicante/Alacant,Viajero,Total ,2021M05,161807.0
811,Alicante/Alacant,Viajero,Total ,2021M04,87164.0
812,Alicante/Alacant,Viajero,Total ,2021M03,62237.0
813,Alicante/Alacant,Viajero,Residentes en España,2021M05,133769.0
814,Alicante/Alacant,Viajero,Residentes en España,2021M04,74600.0
815,Alicante/Alacant,Viajero,Residentes en España,2021M03,53051.0
816,Alicante/Alacant,Viajero,Residentes en el Extranjero,2021M05,28038.0
817,Alicante/Alacant,Viajero,Residentes en el Extranjero,2021M04,12563.0
818,Alicante/Alacant,Viajero,Residentes en el Extranjero,2021M03,9187.0
819,Alicante/Alacant,Pernoctaciones,Total ,2021M05,329296.0
820,Alicante/Alacant,Pernoctaciones,Total ,2021M04,161253.0
821,Alicante/Alacant,Pernoctaciones,Total ,2021M03,114336.0
822,Alicante/Alacant,Pernoctaciones,Residentes en España,2021M05,254183.0
823,Alicante/Alacant,Pernoctaciones,Residentes en España,2021M04,132489.0
824,Alicante/Alacant,Pernoctaciones,Residentes en España,2021M03,94067.0
825,Alicante/Alacant,Pernoctaciones,Residentes en el Extranjero,2021M05,75113.0
826,Alicante/Alacant,Pernoctaciones,Residentes en el Extranjero,2021M04,28764.0
827,Alicante/Alacant,Pernoctaciones,Residentes en el Extranjero,2021M03,20269.0
828,Castellón/Castelló,Viajero,Total ,2021M05,47304.0
829,Castellón/Castelló,Viajero,Total ,2021M04,31120.0
830,Castellón/Castelló,Viajero,Total ,2021M03,22876.0
831,Castellón/Castelló,Viajero,Residentes en España,2021M05,41582.0
832,Castellón/Castelló,Viajero,Residentes en España,2021M04,28043.0
833,Castellón/Castelló,Viajero,Residentes en España,2021M03,20098.0
834,Castellón/Castelló,Viajero,Residentes en el Extranjero,2021M05,5722.0
835,Castellón/Castelló,Viajero,Residentes en el Extranjero,2021M04,3077.0
836,Castellón/Castelló,Viajero,Residentes en el Extranjero,2021M03,2779.0
837,Castellón/Castelló,Pernoctaciones,Total ,2021M05,89344.0
838,Castellón/Castelló,Pernoctaciones,Total ,2021M04,57896.0
839,Castellón/Castelló,Pernoctaciones,Total ,2021M03,42716.0
840,Castellón/Castelló,Pernoctaciones,Residentes en España,2021M05,75980.0
841,Castellón/Castelló,Pernoctaciones,Residentes en España,2021M04,50822.0
842,Castellón/Castelló,Pernoctaciones,Residentes en España,2021M03,35014.0
843,Castellón/Castelló,Pernoctaciones,Residentes en el Extranjero,2021M05,13364.0
844,Castellón/Castelló,Pernoctaciones,Residentes en el Extranjero,2021M04,7074.0
845,Castellón/Castelló,Pernoctaciones,Residentes en el Extranjero,2021M03,7703.0
846,Valencia/València,Viajero,Total ,2021M05,146600.0
847,Valencia/València,Viajero,Total ,2021M04,89777.0
848,Valencia/València,Viajero,Total ,2021M03,76967.0
849,Valencia/València,Viajero,Residentes en España,2021M05,119752.0
850,Valencia/València,Viajero,Residentes en España,2021M04,74992.0
851,Valencia/València,Viajero,Residentes en España,2021M03,64460.0
852,Valencia/València,Viajero,Residentes en el Extranjero,2021M05,26848.0
853,Valencia/València,Viajero,Residentes en el Extranjero,2021M04,14785.0
854,Valencia/València,Viajero,Residentes en el Extranjero,2021M03,12506.0
855,Valencia/València,Pernoctaciones,Total ,2021M05,266933.0
856,Valencia/València,Pernoctaciones,Total ,2021M04,159720.0
857,Valencia/València,Pernoctaciones,Total ,2021M03,130625.0
858,Valencia/València,Pernoctaciones,Residentes en España,2021M05,207470.0
859,Valencia/València,Pernoctaciones,Residentes en España,2021M04,126153.0
860,Valencia/València,Pernoctaciones,Residentes en España,2021M03,104122.0
861,Valencia/València,Pernoctaciones,Residentes en el Extranjero,2021M05,59463.0
862,Valencia/València,Pernoctaciones,Residentes en el Extranjero,2021M04,33567.0
863,Valencia/València,Pernoctaciones,Residentes en el Extranjero,2021M03,26502.0
864,Extremadura,Viajero,Total ,2021M05,69004.0
865,Extremadura,Viajero,Total ,2021M04,38681.0
866,Extremadura,Viajero,Total ,2021M03,42570.0
867,Extremadura,Viajero,Residentes en España,2021M05,63727.0
868,Extremadura,Viajero,Residentes en España,2021M04,36150.0
869,Extremadura,Viajero,Residentes en España,2021M03,40462.0
870,Extremadura,Viajero,Residentes en el Extranjero,2021M05,5277.0
871,Extremadura,Viajero,Residentes en el Extranjero,2021M04,2531.0
872,Extremadura,Viajero,Residentes en el Extranjero,2021M03,2108.0
873,Extremadura,Pernoctaciones,Total ,2021M05,110772.0
874,Extremadura,Pernoctaciones,Total ,2021M04,64764.0
875,Extremadura,Pernoctaciones,Total ,2021M03,75557.0
876,Extremadura,Pernoctaciones,Residentes en España,2021M05,102386.0
877,Extremadura,Pernoctaciones,Residentes en España,2021M04,60334.0
878,Extremadura,Pernoctaciones,Residentes en España,2021M03,71891.0
879,Extremadura,Pernoctaciones,Residentes en el Extranjero,2021M05,8386.0
880,Extremadura,Pernoctaciones,Residentes en el Extranjero,2021M04,4430.0
881,Extremadura,Pernoctaciones,Residentes en el Extranjero,2021M03,3666.0
882,Badajoz,Viajero,Total ,2021M05,38311.0
883,Badajoz,Viajero,Total ,2021M04,20711.0
884,Badajoz,Viajero,Total ,2021M03,20297.0
885,Badajoz,Viajero,Residentes en España,2021M05,34878.0
886,Badajoz,Viajero,Residentes en España,2021M04,19319.0
887,Badajoz,Viajero,Residentes en España,2021M03,18992.0
888,Badajoz,Viajero,Residentes en el Extranjero,2021M05,3432.0
889,Badajoz,Viajero,Residentes en el Extranjero,2021M04,1391.0
890,Badajoz,Viajero,Residentes en el Extranjero,2021M03,1305.0
891,Badajoz,Pernoctaciones,Total ,2021M05,59004.0
892,Badajoz,Pernoctaciones,Total ,2021M04,34318.0
893,Badajoz,Pernoctaciones,Total ,2021M03,34833.0
894,Badajoz,Pernoctaciones,Residentes en España,2021M05,53519.0
895,Badajoz,Pernoctaciones,Residentes en España,2021M04,31878.0
896,Badajoz,Pernoctaciones,Residentes en España,2021M03,32449.0
897,Badajoz,Pernoctaciones,Residentes en el Extranjero,2021M05,5486.0
898,Badajoz,Pernoctaciones,Residentes en el Extranjero,2021M04,2440.0
899,Badajoz,Pernoctaciones,Residentes en el Extranjero,2021M03,2385.0
900,Cáceres,Viajero,Total ,2021M05,30694.0
901,Cáceres,Viajero,Total ,2021M04,17970.0
902,Cáceres,Viajero,Total ,2021M03,22273.0
903,Cáceres,Viajero,Residentes en España,2021M05,28849.0
904,Cáceres,Viajero,Residentes en España,2021M04,16831.0
905,Cáceres,Viajero,Residentes en España,2021M03,21470.0
906,Cáceres,Viajero,Residentes en el Extranjero,2021M05,1845.0
907,Cáceres,Viajero,Residentes en el Extranjero,2021M04,1139.0
908,Cáceres,Viajero,Residentes en el Extranjero,2021M03,802.0
909,Cáceres,Pernoctaciones,Total ,2021M05,51768.0
910,Cáceres,Pernoctaciones,Total ,2021M04,30446.0
911,Cáceres,Pernoctaciones,Total ,2021M03,40723.0
912,Cáceres,Pernoctaciones,Residentes en España,2021M05,48867.0
913,Cáceres,Pernoctaciones,Residentes en España,2021M04,28455.0
914,Cáceres,Pernoctaciones,Residentes en España,2021M03,39442.0
915,Cáceres,Pernoctaciones,Residentes en el Extranjero,2021M05,2901.0
916,Cáceres,Pernoctaciones,Residentes en el Extranjero,2021M04,1990.0
917,Cáceres,Pernoctaciones,Residentes en el Extranjero,2021M03,1281.0
918,Galicia,Viajero,Total ,2021M05,154200.0
919,Galicia,Viajero,Total ,2021M04,100896.0
920,Galicia,Viajero,Total ,2021M03,87430.0
921,Galicia,Viajero,Residentes en España,2021M05,137888.0
922,Galicia,Viajero,Residentes en España,2021M04,93955.0
923,Galicia,Viajero,Residentes en España,2021M03,81456.0
924,Galicia,Viajero,Residentes en el Extranjero,2021M05,16311.0
925,Galicia,Viajero,Residentes en el Extranjero,2021M04,6941.0
926,Galicia,Viajero,Residentes en el Extranjero,2021M03,5974.0
927,Galicia,Pernoctaciones,Total ,2021M05,284554.0
928,Galicia,Pernoctaciones,Total ,2021M04,192632.0
929,Galicia,Pernoctaciones,Total ,2021M03,176822.0
930,Galicia,Pernoctaciones,Residentes en España,2021M05,249610.0
931,Galicia,Pernoctaciones,Residentes en España,2021M04,174635.0
932,Galicia,Pernoctaciones,Residentes en España,2021M03,159697.0
933,Galicia,Pernoctaciones,Residentes en el Extranjero,2021M05,34944.0
934,Galicia,Pernoctaciones,Residentes en el Extranjero,2021M04,17997.0
935,Galicia,Pernoctaciones,Residentes en el Extranjero,2021M03,17125.0
936,"Coruña, A",Viajero,Total ,2021M05,59523.0
937,"Coruña, A",Viajero,Total ,2021M04,41847.0
938,"Coruña, A",Viajero,Total ,2021M03,34219.0
939,"Coruña, A",Viajero,Residentes en España,2021M05,51953.0
940,"Coruña, A",Viajero,Residentes en España,2021M04,38958.0
941,"Coruña, A",Viajero,Residentes en España,2021M03,31340.0
942,"Coruña, A",Viajero,Residentes en el Extranjero,2021M05,7570.0
943,"Coruña, A",Viajero,Residentes en el Extranjero,2021M04,2890.0
944,"Coruña, A",Viajero,Residentes en el Extranjero,2021M03,2879.0
945,"Coruña, A",Pernoctaciones,Total ,2021M05,118059.0
946,"Coruña, A",Pernoctaciones,Total ,2021M04,85125.0
947,"Coruña, A",Pernoctaciones,Total ,2021M03,79200.0
948,"Coruña, A",Pernoctaciones,Residentes en España,2021M05,99685.0
949,"Coruña, A",Pernoctaciones,Residentes en España,2021M04,75244.0
950,"Coruña, A",Pernoctaciones,Residentes en España,2021M03,70103.0
951,"Coruña, A",Pernoctaciones,Residentes en el Extranjero,2021M05,18374.0
952,"Coruña, A",Pernoctaciones,Residentes en el Extranjero,2021M04,9881.0
953,"Coruña, A",Pernoctaciones,Residentes en el Extranjero,2021M03,9096.0
954,Lugo,Viajero,Total ,2021M05,26151.0
955,Lugo,Viajero,Total ,2021M04,14586.0
956,Lugo,Viajero,Total ,2021M03,12847.0
957,Lugo,Viajero,Residentes en España,2021M05,24045.0
958,Lugo,Viajero,Residentes en España,2021M04,13877.0
959,Lugo,Viajero,Residentes en España,2021M03,12237.0
960,Lugo,Viajero,Residentes en el Extranjero,2021M05,2105.0
961,Lugo,Viajero,Residentes en el Extranjero,2021M04,709.0
962,Lugo,Viajero,Residentes en el Extranjero,2021M03,611.0
963,Lugo,Pernoctaciones,Total ,2021M05,41596.0
964,Lugo,Pernoctaciones,Total ,2021M04,25091.0
965,Lugo,Pernoctaciones,Total ,2021M03,21963.0
966,Lugo,Pernoctaciones,Residentes en España,2021M05,38687.0
967,Lugo,Pernoctaciones,Residentes en España,2021M04,23563.0
968,Lugo,Pernoctaciones,Residentes en España,2021M03,19878.0
969,Lugo,Pernoctaciones,Residentes en el Extranjero,2021M05,2908.0
970,Lugo,Pernoctaciones,Residentes en el Extranjero,2021M04,1528.0
971,Lugo,Pernoctaciones,Residentes en el Extranjero,2021M03,2084.0
972,Ourense,Viajero,Total ,2021M05,18306.0
973,Ourense,Viajero,Total ,2021M04,15741.0
974,Ourense,Viajero,Total ,2021M03,12788.0
975,Ourense,Viajero,Residentes en España,2021M05,17149.0
976,Ourense,Viajero,Residentes en España,2021M04,14687.0
977,Ourense,Viajero,Residentes en España,2021M03,12148.0
978,Ourense,Viajero,Residentes en el Extranjero,2021M05,1158.0
979,Ourense,Viajero,Residentes en el Extranjero,2021M04,1054.0
980,Ourense,Viajero,Residentes en el Extranjero,2021M03,640.0
981,Ourense,Pernoctaciones,Total ,2021M05,32475.0
982,Ourense,Pernoctaciones,Total ,2021M04,27190.0
983,Ourense,Pernoctaciones,Total ,2021M03,21495.0
984,Ourense,Pernoctaciones,Residentes en España,2021M05,30684.0
985,Ourense,Pernoctaciones,Residentes en España,2021M04,25834.0
986,Ourense,Pernoctaciones,Residentes en España,2021M03,20654.0
987,Ourense,Pernoctaciones,Residentes en el Extranjero,2021M05,1790.0
988,Ourense,Pernoctaciones,Residentes en el Extranjero,2021M04,1356.0
989,Ourense,Pernoctaciones,Residentes en el Extranjero,2021M03,841.0
990,Pontevedra,Viajero,Total ,2021M05,50219.0
991,Pontevedra,Viajero,Total ,2021M04,28722.0
992,Pontevedra,Viajero,Total ,2021M03,27575.0
993,Pontevedra,Viajero,Residentes en España,2021M05,44741.0
994,Pontevedra,Viajero,Residentes en España,2021M04,26433.0
995,Pontevedra,Viajero,Residentes en España,2021M03,25730.0
996,Pontevedra,Viajero,Residentes en el Extranjero,2021M05,5479.0
997,Pontevedra,Viajero,Residentes en el Extranjero,2021M04,2289.0
998,Pontevedra,Viajero,Residentes en el Extranjero,2021M03,1845.0
999,Pontevedra,Pernoctaciones,Total ,2021M05,92425.0
1000,Pontevedra,Pernoctaciones,Total ,2021M04,55226.0
1001,Pontevedra,Pernoctaciones,Total ,2021M03,54165.0
1002,Pontevedra,Pernoctaciones,Residentes en España,2021M05,80553.0
1003,Pontevedra,Pernoctaciones,Residentes en España,2021M04,49995.0
1004,Pontevedra,Pernoctaciones,Residentes en España,2021M03,49062.0
1005,Pontevedra,Pernoctaciones,Residentes en el Extranjero,2021M05,11872.0
1006,Pontevedra,Pernoctaciones,Residentes en el Extranjero,2021M04,5232.0
1007,Pontevedra,Pernoctaciones,Residentes en el Extranjero,2021M03,5103.0
1008,"Madrid, Comunidad de",Viajero,Total ,2021M05,413197.0
1009,"Madrid, Comunidad de",Viajero,Total ,2021M04,293955.0
1010,"Madrid, Comunidad de",Viajero,Total ,2021M03,296799.0
1011,"Madrid, Comunidad de",Viajero,Residentes en España,2021M05,316121.0
1012,"Madrid, Comunidad de",Viajero,Residentes en España,2021M04,232440.0
1013,"Madrid, Comunidad de",Viajero,Residentes en España,2021M03,235502.0
1014,"Madrid, Comunidad de",Viajero,Residentes en el Extranjero,2021M05,97076.0
1015,"Madrid, Comunidad de",Viajero,Residentes en el Extranjero,2021M04,61516.0
1016,"Madrid, Comunidad de",Viajero,Residentes en el Extranjero,2021M03,61297.0
1017,"Madrid, Comunidad de",Pernoctaciones,Total ,2021M05,810028.0
1018,"Madrid, Comunidad de",Pernoctaciones,Total ,2021M04,559997.0
1019,"Madrid, Comunidad de",Pernoctaciones,Total ,2021M03,582225.0
1020,"Madrid, Comunidad de",Pernoctaciones,Residentes en España,2021M05,561269.0
1021,"Madrid, Comunidad de",Pernoctaciones,Residentes en España,2021M04,403306.0
1022,"Madrid, Comunidad de",Pernoctaciones,Residentes en España,2021M03,409239.0
1023,"Madrid, Comunidad de",Pernoctaciones,Residentes en el Extranjero,2021M05,248760.0
1024,"Madrid, Comunidad de",Pernoctaciones,Residentes en el Extranjero,2021M04,156690.0
1025,"Madrid, Comunidad de",Pernoctaciones,Residentes en el Extranjero,2021M03,172986.0
1026,Madrid,Viajero,Total ,2021M05,413197.0
1027,Madrid,Viajero,Total ,2021M04,293955.0
1028,Madrid,Viajero,Total ,2021M03,296799.0
1029,Madrid,Viajero,Residentes en España,2021M05,316121.0
1030,Madrid,Viajero,Residentes en España,2021M04,232440.0
1031,Madrid,Viajero,Residentes en España,2021M03,235502.0
1032,Madrid,Viajero,Residentes en el Extranjero,2021M05,97076.0
1033,Madrid,Viajero,Residentes en el Extranjero,2021M04,61516.0
1034,Madrid,Viajero,Residentes en el Extranjero,2021M03,61297.0
1035,Madrid,Pernoctaciones,Total ,2021M05,810028.0
1036,Madrid,Pernoctaciones,Total ,2021M04,559997.0
1037,Madrid,Pernoctaciones,Total ,2021M03,582225.0
1038,Madrid,Pernoctaciones,Residentes en España,2021M05,561269.0
1039,Madrid,Pernoctaciones,Residentes en España,2021M04,403306.0
1040,Madrid,Pernoctaciones,Residentes en España,2021M03,409239.0
1041,Madrid,Pernoctaciones,Residentes en el Extranjero,2021M05,248760.0
1042,Madrid,Pernoctaciones,Residentes en el Extranjero,2021M04,156690.0
1043,Madrid,Pernoctaciones,Residentes en el Extranjero,2021M03,172986.0
1044,"Murcia, Región de",Viajero,Total ,2021M05,60627.0
1045,"Murcia, Región de",Viajero,Total ,2021M04,44937.0
1046,"Murcia, Región de",Viajero,Total ,2021M03,41004.0
1047,"Murcia, Región de",Viajero,Residentes en España,2021M05,53128.0
1048,"Murcia, Región de",Viajero,Residentes en España,2021M04,40665.0
1049,"Murcia, Región de",Viajero,Residentes en España,2021M03,37164.0
1050,"Murcia, Región de",Viajero,Residentes en el Extranjero,2021M05,7499.0
1051,"Murcia, Región de",Viajero,Residentes en el Extranjero,2021M04,4272.0
1052,"Murcia, Región de",Viajero,Residentes en el Extranjero,2021M03,3840.0
1053,"Murcia, Región de",Pernoctaciones,Total ,2021M05,101066.0
1054,"Murcia, Región de",Pernoctaciones,Total ,2021M04,73446.0
1055,"Murcia, Región de",Pernoctaciones,Total ,2021M03,67815.0
1056,"Murcia, Región de",Pernoctaciones,Residentes en España,2021M05,85867.0
1057,"Murcia, Región de",Pernoctaciones,Residentes en España,2021M04,65093.0
1058,"Murcia, Región de",Pernoctaciones,Residentes en España,2021M03,59556.0
1059,"Murcia, Región de",Pernoctaciones,Residentes en el Extranjero,2021M05,15199.0
1060,"Murcia, Región de",Pernoctaciones,Residentes en el Extranjero,2021M04,8353.0
1061,"Murcia, Región de",Pernoctaciones,Residentes en el Extranjero,2021M03,8259.0
1062,Murcia,Viajero,Total ,2021M05,60627.0
1063,Murcia,Viajero,Total ,2021M04,44937.0
1064,Murcia,Viajero,Total ,2021M03,41004.0
1065,Murcia,Viajero,Residentes en España,2021M05,53128.0
1066,Murcia,Viajero,Residentes en España,2021M04,40665.0
1067,Murcia,Viajero,Residentes en España,2021M03,37164.0
1068,Murcia,Viajero,Residentes en el Extranjero,2021M05,7499.0
1069,Murcia,Viajero,Residentes en el Extranjero,2021M04,4272.0
1070,Murcia,Viajero,Residentes en el Extranjero,2021M03,3840.0
1071,Murcia,Pernoctaciones,Total ,2021M05,101066.0
1072,Murcia,Pernoctaciones,Total ,2021M04,73446.0
1073,Murcia,Pernoctaciones,Total ,2021M03,67815.0
1074,Murcia,Pernoctaciones,Residentes en España,2021M05,85867.0
1075,Murcia,Pernoctaciones,Residentes en España,2021M04,65093.0
1076,Murcia,Pernoctaciones,Residentes en España,2021M03,59556.0
1077,Murcia,Pernoctaciones,Residentes en el Extranjero,2021M05,15199.0
1078,Murcia,Pernoctaciones,Residentes en el Extranjero,2021M04,8353.0
1079,Murcia,Pernoctaciones,Residentes en el Extranjero,2021M03,8259.0
1080,"Navarra, Comunidad Foral de",Viajero,Total ,2021M05,45337.0
1081,"Navarra, Comunidad Foral de",Viajero,Total ,2021M04,32225.0
1082,"Navarra, Comunidad Foral de",Viajero,Total ,2021M03,30178.0
1083,"Navarra, Comunidad Foral de",Viajero,Residentes en España,2021M05,39412.0
1084,"Navarra, Comunidad Foral de",Viajero,Residentes en España,2021M04,29023.0
1085,"Navarra, Comunidad Foral de",Viajero,Residentes en España,2021M03,27341.0
1086,"Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2021M05,5925.0
1087,"Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2021M04,3202.0
1088,"Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2021M03,2837.0
1089,"Navarra, Comunidad Foral de",Pernoctaciones,Total ,2021M05,82986.0
1090,"Navarra, Comunidad Foral de",Pernoctaciones,Total ,2021M04,59063.0
1091,"Navarra, Comunidad Foral de",Pernoctaciones,Total ,2021M03,55976.0
1092,"Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2021M05,67732.0
1093,"Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2021M04,50825.0
1094,"Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2021M03,49048.0
1095,"Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2021M05,15253.0
1096,"Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2021M04,8237.0
1097,"Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2021M03,6928.0
1098,Navarra,Viajero,Total ,2021M05,45337.0
1099,Navarra,Viajero,Total ,2021M04,32225.0
1100,Navarra,Viajero,Total ,2021M03,30178.0
1101,Navarra,Viajero,Residentes en España,2021M05,39412.0
1102,Navarra,Viajero,Residentes en España,2021M04,29023.0
1103,Navarra,Viajero,Residentes en España,2021M03,27341.0
1104,Navarra,Viajero,Residentes en el Extranjero,2021M05,5925.0
1105,Navarra,Viajero,Residentes en el Extranjero,2021M04,3202.0
1106,Navarra,Viajero,Residentes en el Extranjero,2021M03,2837.0
1107,Navarra,Pernoctaciones,Total ,2021M05,82986.0
1108,Navarra,Pernoctaciones,Total ,2021M04,59063.0
1109,Navarra,Pernoctaciones,Total ,2021M03,55976.0
1110,Navarra,Pernoctaciones,Residentes en España,2021M05,67732.0
1111,Navarra,Pernoctaciones,Residentes en España,2021M04,50825.0
1112,Navarra,Pernoctaciones,Residentes en España,2021M03,49048.0
1113,Navarra,Pernoctaciones,Residentes en el Extranjero,2021M05,15253.0
1114,Navarra,Pernoctaciones,Residentes en el Extranjero,2021M04,8237.0
1115,Navarra,Pernoctaciones,Residentes en el Extranjero,2021M03,6928.0
1116,País Vasco,Viajero,Total ,2021M05,112872.0
1117,País Vasco,Viajero,Total ,2021M04,92422.0
1118,País Vasco,Viajero,Total ,2021M03,90053.0
1119,País Vasco,Viajero,Residentes en España,2021M05,87237.0
1120,País Vasco,Viajero,Residentes en España,2021M04,79254.0
1121,País Vasco,Viajero,Residentes en España,2021M03,77187.0
1122,País Vasco,Viajero,Residentes en el Extranjero,2021M05,25636.0
1123,País Vasco,Viajero,Residentes en el Extranjero,2021M04,13168.0
1124,País Vasco,Viajero,Residentes en el Extranjero,2021M03,12866.0
1125,País Vasco,Pernoctaciones,Total ,2021M05,195256.0
1126,País Vasco,Pernoctaciones,Total ,2021M04,170522.0
1127,País Vasco,Pernoctaciones,Total ,2021M03,151195.0
1128,País Vasco,Pernoctaciones,Residentes en España,2021M05,153104.0
1129,País Vasco,Pernoctaciones,Residentes en España,2021M04,144012.0
1130,País Vasco,Pernoctaciones,Residentes en España,2021M03,127783.0
1131,País Vasco,Pernoctaciones,Residentes en el Extranjero,2021M05,42152.0
1132,País Vasco,Pernoctaciones,Residentes en el Extranjero,2021M04,26509.0
1133,País Vasco,Pernoctaciones,Residentes en el Extranjero,2021M03,23411.0
1134,Araba/Álava,Viajero,Total ,2021M05,18021.0
1135,Araba/Álava,Viajero,Total ,2021M04,14737.0
1136,Araba/Álava,Viajero,Total ,2021M03,14664.0
1137,Araba/Álava,Viajero,Residentes en España,2021M05,15377.0
1138,Araba/Álava,Viajero,Residentes en España,2021M04,12639.0
1139,Araba/Álava,Viajero,Residentes en España,2021M03,12678.0
1140,Araba/Álava,Viajero,Residentes en el Extranjero,2021M05,2643.0
1141,Araba/Álava,Viajero,Residentes en el Extranjero,2021M04,2098.0
1142,Araba/Álava,Viajero,Residentes en el Extranjero,2021M03,1986.0
1143,Araba/Álava,Pernoctaciones,Total ,2021M05,32455.0
1144,Araba/Álava,Pernoctaciones,Total ,2021M04,28800.0
1145,Araba/Álava,Pernoctaciones,Total ,2021M03,27656.0
1146,Araba/Álava,Pernoctaciones,Residentes en España,2021M05,27823.0
1147,Araba/Álava,Pernoctaciones,Residentes en España,2021M04,24402.0
1148,Araba/Álava,Pernoctaciones,Residentes en España,2021M03,23829.0
1149,Araba/Álava,Pernoctaciones,Residentes en el Extranjero,2021M05,4632.0
1150,Araba/Álava,Pernoctaciones,Residentes en el Extranjero,2021M04,4398.0
1151,Araba/Álava,Pernoctaciones,Residentes en el Extranjero,2021M03,3828.0
1152,Bizkaia,Viajero,Total ,2021M05,49540.0
1153,Bizkaia,Viajero,Total ,2021M04,42697.0
1154,Bizkaia,Viajero,Total ,2021M03,41810.0
1155,Bizkaia,Viajero,Residentes en España,2021M05,41145.0
1156,Bizkaia,Viajero,Residentes en España,2021M04,37627.0
1157,Bizkaia,Viajero,Residentes en España,2021M03,36746.0
1158,Bizkaia,Viajero,Residentes en el Extranjero,2021M05,8394.0
1159,Bizkaia,Viajero,Residentes en el Extranjero,2021M04,5069.0
1160,Bizkaia,Viajero,Residentes en el Extranjero,2021M03,5064.0
1161,Bizkaia,Pernoctaciones,Total ,2021M05,87539.0
1162,Bizkaia,Pernoctaciones,Total ,2021M04,78432.0
1163,Bizkaia,Pernoctaciones,Total ,2021M03,68133.0
1164,Bizkaia,Pernoctaciones,Residentes en España,2021M05,73052.0
1165,Bizkaia,Pernoctaciones,Residentes en España,2021M04,66467.0
1166,Bizkaia,Pernoctaciones,Residentes en España,2021M03,58517.0
1167,Bizkaia,Pernoctaciones,Residentes en el Extranjero,2021M05,14487.0
1168,Bizkaia,Pernoctaciones,Residentes en el Extranjero,2021M04,11964.0
1169,Bizkaia,Pernoctaciones,Residentes en el Extranjero,2021M03,9616.0
1170,Gipuzkoa,Viajero,Total ,2021M05,45312.0
1171,Gipuzkoa,Viajero,Total ,2021M04,34989.0
1172,Gipuzkoa,Viajero,Total ,2021M03,33579.0
1173,Gipuzkoa,Viajero,Residentes en España,2021M05,30715.0
1174,Gipuzkoa,Viajero,Residentes en España,2021M04,28987.0
1175,Gipuzkoa,Viajero,Residentes en España,2021M03,27763.0
1176,Gipuzkoa,Viajero,Residentes en el Extranjero,2021M05,14598.0
1177,Gipuzkoa,Viajero,Residentes en el Extranjero,2021M04,6001.0
1178,Gipuzkoa,Viajero,Residentes en el Extranjero,2021M03,5816.0
1179,Gipuzkoa,Pernoctaciones,Total ,2021M05,75262.0
1180,Gipuzkoa,Pernoctaciones,Total ,2021M04,63290.0
1181,Gipuzkoa,Pernoctaciones,Total ,2021M03,55406.0
1182,Gipuzkoa,Pernoctaciones,Residentes en España,2021M05,52229.0
1183,Gipuzkoa,Pernoctaciones,Residentes en España,2021M04,53143.0
1184,Gipuzkoa,Pernoctaciones,Residentes en España,2021M03,45438.0
1185,Gipuzkoa,Pernoctaciones,Residentes en el Extranjero,2021M05,23034.0
1186,Gipuzkoa,Pernoctaciones,Residentes en el Extranjero,2021M04,10147.0
1187,Gipuzkoa,Pernoctaciones,Residentes en el Extranjero,2021M03,9968.0
1188,"Rioja, La",Viajero,Total ,2021M05,19413.0
1189,"Rioja, La",Viajero,Total ,2021M04,9608.0
1190,"Rioja, La",Viajero,Total ,2021M03,9907.0
1191,"Rioja, La",Viajero,Residentes en España,2021M05,17531.0
1192,"Rioja, La",Viajero,Residentes en España,2021M04,8558.0
1193,"Rioja, La",Viajero,Residentes en España,2021M03,8978.0
1194,"Rioja, La",Viajero,Residentes en el Extranjero,2021M05,1881.0
1195,"Rioja, La",Viajero,Residentes en el Extranjero,2021M04,1050.0
1196,"Rioja, La",Viajero,Residentes en el Extranjero,2021M03,929.0
1197,"Rioja, La",Pernoctaciones,Total ,2021M05,32080.0
1198,"Rioja, La",Pernoctaciones,Total ,2021M04,16797.0
1199,"Rioja, La",Pernoctaciones,Total ,2021M03,17404.0
1200,"Rioja, La",Pernoctaciones,Residentes en España,2021M05,28727.0
1201,"Rioja, La",Pernoctaciones,Residentes en España,2021M04,14821.0
